AVAILABILITYZONE,BILLEDCOST,BILLINGACCOUNTID,BILLINGACCOUNTNAME,BILLINGCURRENCY,BILLINGPERIODEND,BILLINGPERIODSTART,CHARGECATEGORY,CHARGECLASS,CHARGEDESCRIPTION,CHARGEFREQUENCY,CHARGEPERIODEND,CHARGEPERIODSTART,COMMITMENTDISCOUNTCATEGORY,COMMITMENTDISCOUNTID,COMMITMENTDISCOUNTNAME,COMMITMENTDISCOUNTSTATUS,COMMITMENTDISCOUNTTYPE,CONSUMEDQUANTITY,CONSUMEDUNIT,CONTRACTEDCOST,CONTRACTEDUNITPRICE,EFFECTIVECOST,INVOICEISSUERNAME,LISTCOST,LISTUNITPRICE,PRICINGCATEGORY,PRICINGQUANTITY,PRICINGUNIT,PROVIDERNAME,PUBLISHERNAME,REGIONID,REGIONNAME,RESOURCEID,RESOURCENAME,RESOURCETYPE,SERVICECATEGORY,SERVICENAME,SKUID,SKUPRICEID,SUBACCOUNTID,SUBACCOUNTNAME,TAGS,X_COSTCATEGORIES,X_DISCOUNTS,X_OPERATION,X_SERVICECODE,X_USAGETYPE
,0.103060645,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,1.376344086,GB-Months,0.103060645,0.07488,0.103060645,Amazon Web Services Australia Pty Ltd,0.132129032,0.096,Standard,1.376344086,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5n0ron16sq81n4rq9,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,7.79958E+11,ezf-onuf-njf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""prod""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Murugs.Ramassamy@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""ccmsp-gp3-azb-ebs""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Case to Court Management System""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""Case to Court Management System""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Law Enforcement""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Law Enforcement+Sensitive: Personal""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-02elc9ods0h0e""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Murugs Ramassamy""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""DB Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003267""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""UNCLASSIFIED""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""DATABASE""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.906838710000000e-02},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.906838710000000e-02}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3
,2.02E-08,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.098 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Osaka),Usage-Based,00:00.0,00:00.0,,,,,,2.645E-07,GB,2.02E-08,0.07637051,2.02E-08,Amazon Web Services Australia Pty Ltd,2.59E-08,0.098,Standard,2.645E-07,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),fgnpxfrg-np-fcyhaxpberfgnpxfrg-49-pjonpxhcf8ohpxrg-omxo4j5t9eor,,bucket,Storage,Amazon Simple Storage Service,9P2K88GGSKTVCJUR,9P2K88GGSKTVCJUR.JRTCKXETXF.6YS6EN2CT7,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""AnyCloud""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-5.700000000000000e-09},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-5.700000000000000e-09}]}",ReadLocation,AmazonS3,APS2-APN3-AWS-Out-Bytes
,0.000536791,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,00:00.0,00:00.0,,,,,,0.057349462,GB-Months,0.000536791,0.009360001,0.000536791,Amazon Web Services Australia Pty Ltd,0.000688194,0.012,Standard,0.057349462,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:backup:ap-southeast-2:790639323661,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,7.90639E+11,gsafj-uf-izp-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""VMC Hosting""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE29267""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.514026000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.514026000000000e-04}]}",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine
,0.00000468,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,2,Requests,0.00000468,0.00000234,0.00000468,Amazon Web Services Australia Pty Ltd,0.000006,0.000003,Standard,2,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:kms:ap-southeast-2:907664986227,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,9.07665E+11,gsafj-qge-ybttvat-cebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":-1.320000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.320000000000000e-06}]}",DescribeKey,awskms,ap-southeast-2-KMS-Requests
,4.84179E-05,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Usage-Based,00:00.0,00:00.0,,,,,,0.006207418,GB,4.84179E-05,0.007800007,4.84179E-05,Amazon Web Services Australia Pty Ltd,6.20742E-05,0.01,Standard,0.006207418,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),v-5911607q8spr55101,,,Compute,Amazon Elastic Compute Cloud,5D2MW78KPJPRV7WA,5D2MW78KPJPRV7WA.JRTCKXETXF.6YS6EN2CT7,1.37816E+11,gsafj-vf-fpngf-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""tco-env03-sclnt""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-is-scats-nonprod""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.365630000000000e-05},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.365630000000000e-05}]}",InterZone-Out,AmazonEC2,APS2-DataTransfer-Regional-Bytes
,0.0039,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"The first 100,000 security checks per account per region per month cost USD0.001 per check",Usage-Based,00:00.0,00:00.0,,,,,,5,Security Checks,0.0039,0.00078,0.0039,Amazon Web Services Australia Pty Ltd,0.005,0.001,Standard,5,Security Checks,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,eu-central-1,EU (Frankfurt),arn:aws:securityhub:eu-central-1:202810800615,,,Security,AWS Security Hub,M6HN2A7BX2MQRMWW,M6HN2A7BX2MQRMWW.JRTCKXETXF.NADQ2ZJX8V,2.02811E+11,fg-fcv-env-cebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":-1.100000000000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.100000000000000e-03}]}",NoOperation,AWSSecurityHub,EUC1-PaidComplianceCheck
,3.432E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,3.432E-07,3.432E-07,3.432E-07,Amazon Web Services Australia Pty Ltd,0.00000044,0.00000044,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),515477682851-8eq-cnegl-ynzoqnf,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,5.15478E+11,gsafj-fv-qvfpbirel-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-si-discovery-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000124845""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-9.680000000000001e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-9.680000000000001e-08}]}",ReadAccelerate,AmazonS3,APS2-Requests-Tier2
,0.000881053,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,00:00.0,00:00.0,,,,,,0.094129618,GB-Months,0.000881053,0.00936,0.000881053,Amazon Web Services Australia Pty Ltd,0.001129555,0.012,Standard,0.094129618,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:backup:ap-southeast-2:790639323661,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,7.90639E+11,gsafj-uf-izp-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""VMC Hosting""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE29267""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.485022000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.485022000000000e-04}]}",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,0.0 per free event recorded in EU (London) region,Usage-Based,00:00.0,00:00.0,,,,,,447,Events,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,447,Events,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,eu-west-2,EU (London),,,,Management and Governance,AWS CloudTrail,DC3B6SZ3M34J977D,DC3B6SZ3M34J977D.JRTCKXETXF.6YS6EN2CT7,4.7762E+11,gsafj-qge-bcragrkgrqvfpbirel-abacebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",None,AWSCloudTrail,EUW2-FreeEventsRecorded
,0.023758929,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.553821195,GB-Months,0.023758929,0.0429,0.023758929,Amazon Web Services Australia Pty Ltd,0.030460166,0.055,Standard,0.553821195,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:849332123072,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,8.49332E+11,fg-svanaprvg-op-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""st-financeit-bc-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000129075""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-6.701236500000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-6.701236500000000e-03}]}",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage
,0.003774194,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,9.84438E-05,GiB/Second-Months,0.003774194,38.33855967,0.003774194,Amazon Web Services Australia Pty Ltd,0.00483871,49.152,Standard,9.84438E-05,GiB/Second-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5rnqnssq02n4nnq40,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,7.23113E+11,gsafj-pf-qzbovyvgl-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""prod-dm-tcss-spr-b-ec2-apse2""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""TCSS-MyRoster+""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""SYT023594""
    },
    {
      ""key"": ""ccoe:default:sub-env"",
      ""value"": ""prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""Unallocated""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.064516100000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.064516100000000e-03}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0,GiB/Second-Months,0,38.33856,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5ss1511rrrq9pqpr7,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,1.10781E+11,ezf-onuf-njf-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Non Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""adsstg""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Murugs.Ramassamy@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""dsmtg-gp3-azb-ebs""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""DRIVES Security Management System""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""DRIVES Security Management System""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Personal""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Personal+Sensitive""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-02rl9mqiurwksy""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Murugs Ramassamy""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""App Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003262""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""1000182133""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""Official""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""APP""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Pre-Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":0.000000000000000e+00}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3
,0.000886237,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,00:00.0,00:00.0,,,,,,0.094683481,GB-Months,0.000886237,0.00936,0.000886237,Amazon Web Services Australia Pty Ltd,0.001136202,0.012,Standard,0.094683481,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:backup:ap-southeast-2:790639323661,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,7.90639E+11,gsafj-uf-izp-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""VMC Hosting""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE29267""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.499644000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.499644000000000e-04}]}",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,00:00.0,00:00.0,,,,,,0.001233524,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.001233524,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),v-5856ro1880r28135p,,,Compute,Amazon Elastic Compute Cloud,5EA4W2JJSR2QXS69,5EA4W2JJSR2QXS69.JRTCKXETXF.6YS6EN2CT7,1.10781E+11,ezf-onuf-njf-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Non Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""preprod""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Vincent.FUNG@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""AWANPWOPCPPAP01""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""IBM Optim""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""IBM Optim""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Law Enforcement""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Law Enforcement+Sensitive: Health Information""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-034tsboog43x67""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Vincent Fung""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""App Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003244""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""UNCLASSIFIED""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""3 months""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""APP""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Pre-Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",InterZone-In,AmazonEC2,APS2-DataTransfer-xAZ-In-Bytes
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0,GiB/Second-Months,0,38.33856,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5r33017883q77808r,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,7.79958E+11,ezf-onuf-njf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""PROD""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Rubaiyat.Kibria@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""raepd-gp3-azb-ebs""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Road Asset Management System""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""Road Asset Management System""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: NSW Government""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: NSW Government""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-02d82r1xano8bp""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Rubaiyat Kibria""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""App Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003222""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""P.0016386.02.002""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""UNCLASSIFIED""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""APP""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":0.000000000000000e+00}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3
,5.69832E-05,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,USD 0.023 per GB-month of backup storage exceeding free allocation for Aurora PostgreSQL,Usage-Based,00:00.0,00:00.0,,,,,,0.00317632,GB-Months,5.69832E-05,0.017940006,5.69832E-05,Amazon Web Services Australia Pty Ltd,7.30554E-05,0.023,Standard,0.00317632,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:rds:ap-southeast-2:646924912074,,,Databases,Amazon Relational Database Service,ZQJ6M7M5A2XAFE9T,ZQJ6M7M5A2XAFE9T.JRTCKXETXF.6YS6EN2CT7,6.46925E+11,gsafj-nqfg-qvpr-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Site"",
      ""value"": ""otms""
    },
    {
      ""key"": ""Name"",
      ""value"": ""otms-otms""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-adst-dice-prod""
    },
    {
      ""key"": ""SolutionName"",
      ""value"": ""otms-prod""
    },
    {
      ""key"": ""CostCentre"",
      ""value"": ""cds""
    },
    {
      ""key"": ""ccoe:default:sub-env"",
      ""value"": ""prod""
    },
    {
      ""key"": ""A_2"",
      ""value"": ""platform/application""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182125""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.607220000000000e-05},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.607220000000000e-05}]}",CreateDBInstance:0021,AmazonRDS,APS2-Aurora:BackupUsage
